참조스트림  page_frame[0]   page_frame[1]   page_frame[2] 	페이지 폴트
    13	         26	         30	         13		            
    19	         19	         30	         13		PAGE FAULT
    30	         19	         30	         13		            
    28	         19	         28	         13		PAGE FAULT
    14	         19	         28	         14		PAGE FAULT
    17	         17	         28	         14		PAGE FAULT
    2	         17	          2	         14		PAGE FAULT
    23	         17	          2	         23		PAGE FAULT
    10	         10	          2	         23		PAGE FAULT
    4	         10	          4	         23		PAGE FAULT
    22	         10	          4	         22		PAGE FAULT
    30	         30	          4	         22		PAGE FAULT
    15	         30	         15	         22		PAGE FAULT
    8	         30	         15	          8		PAGE FAULT
    9	          9	         15	          8		PAGE FAULT
    15	          9	         15	          8		            
    6	          9	          6	          8		PAGE FAULT
    1	          9	          6	          1		PAGE FAULT
    24	         24	          6	          1		PAGE FAULT
    17	         24	         17	          1		PAGE FAULT
    2	         24	         17	          2		PAGE FAULT
    21	         21	         17	          2		PAGE FAULT
    27	         21	         27	          2		PAGE FAULT
    4	         21	         27	          4		PAGE FAULT
    3	          3	         27	          4		PAGE FAULT
    21	          3	         21	          4		PAGE FAULT
    17	          3	         21	         17		PAGE FAULT
    2	          2	         21	         17		PAGE FAULT
    16	          2	         16	         17		PAGE FAULT
    16	          2	         16	         17		            
    15	          2	         16	         15		PAGE FAULT
    28	         28	         16	         15		PAGE FAULT
    27	         28	         27	         15		PAGE FAULT
    6	         28	         27	          6		PAGE FAULT
    17	         17	         27	          6		PAGE FAULT
    10	         17	         10	          6		PAGE FAULT
    14	         17	         10	         14		PAGE FAULT
    18	         18	         10	         14		PAGE FAULT
    25	         18	         25	         14		PAGE FAULT
    16	         18	         25	         16		PAGE FAULT
    13	         13	         25	         16		PAGE FAULT
    16	         13	         25	         16		            
    15	         13	         15	         16		PAGE FAULT
    28	         13	         15	         28		PAGE FAULT
    15	         13	         15	         28		            
    15	         13	         15	         28		            
    4	          4	         15	         28		PAGE FAULT
    21	          4	         21	         28		PAGE FAULT
    8	          4	         21	          8		PAGE FAULT
    19	         19	         21	          8		PAGE FAULT
    7	         19	          7	          8		PAGE FAULT
    9	         19	          7	          9		PAGE FAULT
    9	         19	          7	          9		            
    25	         25	          7	          9		PAGE FAULT
    4	         25	          4	          9		PAGE FAULT
    12	         25	          4	         12		PAGE FAULT
    15	         15	          4	         12		PAGE FAULT
    20	         15	         20	         12		PAGE FAULT
    13	         15	         20	         13		PAGE FAULT
    1	          1	         20	         13		PAGE FAULT
    27	          1	         27	         13		PAGE FAULT
    19	          1	         27	         19		PAGE FAULT
    20	         20	         27	         19		PAGE FAULT
    23	         20	         23	         19		PAGE FAULT
    17	         20	         23	         17		PAGE FAULT
    7	          7	         23	         17		PAGE FAULT
    25	          7	         25	         17		PAGE FAULT
    30	          7	         25	         30		PAGE FAULT
    16	         16	         25	         30		PAGE FAULT
    11	         16	         11	         30		PAGE FAULT
    15	         16	         11	         15		PAGE FAULT
    29	         29	         11	         15		PAGE FAULT
    18	         29	         18	         15		PAGE FAULT
    22	         29	         18	         22		PAGE FAULT
    18	         29	         18	         22		            
    3	          3	         18	         22		PAGE FAULT
    28	          3	         28	         22		PAGE FAULT
    13	          3	         28	         13		PAGE FAULT
    23	         23	         28	         13		PAGE FAULT
    27	         23	         27	         13		PAGE FAULT
    2	         23	         27	          2		PAGE FAULT
    21	         21	         27	          2		PAGE FAULT
    27	         21	         27	          2		            
    2	         21	         27	          2		            
    16	         21	         16	          2		PAGE FAULT
    30	         21	         16	         30		PAGE FAULT
    5	          5	         16	         30		PAGE FAULT
    30	          5	         16	         30		            
    11	          5	         11	         30		PAGE FAULT
    10	          5	         11	         10		PAGE FAULT
    22	         22	         11	         10		PAGE FAULT
    8	         22	          8	         10		PAGE FAULT
    28	         22	          8	         28		PAGE FAULT
    12	         12	          8	         28		PAGE FAULT
    22	         12	         22	         28		PAGE FAULT
    6	         12	         22	          6		PAGE FAULT
    10	         10	         22	          6		PAGE FAULT
    8	         10	          8	          6		PAGE FAULT
    28	         10	          8	         28		PAGE FAULT
    17	         17	          8	         28		PAGE FAULT
    18	         17	         18	         28		PAGE FAULT
    4	         17	         18	          4		PAGE FAULT
    7	          7	         18	          4		PAGE FAULT
    6	          7	          6	          4		PAGE FAULT
    17	          7	          6	         17		PAGE FAULT
    24	         24	          6	         17		PAGE FAULT
    30	         24	         30	         17		PAGE FAULT
    15	         24	         30	         15		PAGE FAULT
    29	         29	         30	         15		PAGE FAULT
    22	         29	         22	         15		PAGE FAULT
    3	         29	         22	          3		PAGE FAULT
    30	         30	         22	          3		PAGE FAULT
    4	         30	          4	          3		PAGE FAULT
    30	         30	          4	          3		            
    1	         30	          4	          1		PAGE FAULT
    19	         19	          4	          1		PAGE FAULT
    29	         19	         29	          1		PAGE FAULT
    6	         19	         29	          6		PAGE FAULT
    11	         11	         29	          6		PAGE FAULT
